Regione	Provincia	Codice	Scuola	Dominio	Mail	Google Suite	Microsoft 365
CALABRIA	COSENZA	CSIS081003	"IIS  ""L. DELLA VALLE"" COSENZA"	www.iislucreziadellavalle.edu.it	csis081003@pec.istruzione.it	50 alt3.aspmx.l.google.com.	
CALABRIA	COSENZA	CSMM303009	SM CASTROVILLARI	www.scuolamediacastrovillari.edu.it	csmm303009@pec.istruzione.it	20 alt1.aspmx.l.google.com.	
CALABRIA	COSENZA	CSMM305001	IO LUZZI G. COPPA+LC-ISA LUZZI	www.omnicomprensivoluzzi.edu.it	csmm305001@pec.istruzione.it	20 alt2.aspmx.l.google.com.	
CALABRIA	COSENZA	CSPC010007	"LC COSENZA ""TELESIO"""	http://www.liceoclassicotelesiocosenza.gov.it	cspc010007@pec.istruzione.it		
CALABRIA	COSENZA	CSPC060008	LC  SAN DEMETRIO C.	www.iosandemetrio.edu.it	cspc060008@pec.istruzione.it	10 alt4.aspmx.l.google.com.	
CALABRIA	COSENZA	CSPC190001	"LC RENDE  ""DA FIORE"""	www.liceoclassicorendecs.edu.it	cspc190001@pec.istruzione.it	50 alt4.aspmx.l.google.com.	
CALABRIA	COSENZA	CSPM070003	"IM  ""T. CAMPANELLA"" BELVEDERE M."	www.liceibelvedere.edu.it	cspm070003@pec.istruzione.it	20 alt2.aspmx.l.google.com.	
CALABRIA	COSENZA	CSPS020001	"LS    ""FERMI"" COSENZA"	www.liceofermicosenza.edu.it	csps020001@pec.istruzione.it	50 alt3.aspmx.l.google.com.	
CALABRIA	COSENZA	CSPS03000G	"LS ""SCORZA""  COSENZA"	www.liceoscorza.edu.it	csps03000g@pec.istruzione.it	10 aspmx.l.google.com.	
CALABRIA	COSENZA	CSPS18000D	"LS   ""PITAGORA"" RENDE"	http://www.ilpitagora.gov.it	csps18000d@pec.istruzione.it		
CALABRIA	COSENZA	CSPS20000D	LS     SCALEA	http://www.liceoscientificoscalea.edu.it	csps20000d@pec.istruzione.it		
CALABRIA	COSENZA	CSPS210004	LS  PAOLA	www.liceostatalepaola.edu.it	csps210004@pec.istruzione.it	50 alt3.aspmx.l.google.com.	
CALABRIA	COSENZA	CSPS310001	LS TREBISACCE+SEZ. CL. ANN.	http://www.liceotrebisacce.com	csps310001@pec.istruzione.it		
CALABRIA	COSENZA	CSRH010004	IPSEOA  CASTROVILLARI	www.ipseoacastrovillari.edu.it	csrh010004@pec.istruzione.it	50 alt3.aspmx.l.google.com.	
CALABRIA	COSENZA	CSRH07000Q	IPSEOA   PAOLA	http://www.ipseoapaola.gov.it	csrh07000q@pec.istruzione.it		
CALABRIA	COSENZA	CSTD05000L	"ITS ""G. FILANGIERI"" TREBISACCE"	www.itsfilangieri.it	cstd05000l@pec.istruzione.it	1 aspmx.l.google.com.	
CALABRIA	COSENZA	CSTD07000T	"ITCGT-LICEO E.S. ""G. B. FALCONE"" ACRI"	www.itcgtacri.edu.it	cstd07000t@pec.istruzione.it		10 itcgtacri-edu-it.mail.protection.outlook.com.
CALABRIA	COSENZA	CSTD08000C	"ITC  ""L.PALMA"" CORIGLIANO"	www.itcpalma.it	cstd08000c@pec.istruzione.it	1 aspmx.l.google.com.	
CALABRIA	COSENZA	CSTF01000C	"ITI   ""MONACO"" COSENZA"	www.itimonaco.edu.it	cstf01000c@pec.istruzione.it	https://www.itimonaco.edu.it/attachments/article/448/Consenso%20informato%20per%20docente%20l.pdf	
CALABRIA	COSENZA	CSTF020003	"ITI  ""FERMI"" CASTROVILLARI"	www.itiscastrovillari.edu.it	cstf020003@pec.istruzione.it	10 alt4.aspmx.l.google.com.	
CALABRIA	COSENZA	CSVC01000E	"CONV. NAZ.""TELESIO""COSENZA"	http://convittonazionalecosenza.gov.it	csvc01000e@pec.istruzione.it		
CALABRIA	CROTONE	KRIC80300C	ISTITUTO COMPRENSIVO PAPANICE	http://www.http.icpapanice.it	kric80300c@pec.istruzione.it		
CALABRIA	CROTONE	KRIC804008	I.C. ROCCA DI NETO	icroccadineto.edu.it	kric804008@pec.istruzione.it	10 aspmx.l.google.com.	
CALABRIA	CROTONE	KRIC80600X	"I.C. ""DON  MILANI"" CROTONE"	icdonmilanikr.edu.it	kric80600x@pec.istruzione.it	10 aspmx.l.google.com.	
CALABRIA	CROTONE	KRIC80800G	I.C. SCANDALE	www.icscandale.edu.it	kric80800g@pec.istruzione.it	10 aspmx.l.google.com.	
CALABRIA	CROTONE	KRIC80900B	I.O.  STRONGOLI	www.iostrongolikr.edu.it	kric80900b@pec.istruzione.it		10 iostrongolikr-edu-it.mail.protection.outlook.com.
CALABRIA	CROTONE	KRIC81000G	"I.C. ""M. G. CUTULI"" CROTONE"	http://www.istitutocutulikr.it	kric81000g@pec.istruzione.it		
CALABRIA	CROTONE	KRIC81100B	"I.C. ""ALCMEONE"" CROTONE"	www.icalcmeonekr.edu.it	kric81100b@pec.istruzione.it	10 aspmx.l.google.com.	
CALABRIA	CROTONE	KRIC812007	"I.C. ""V. ALFIERI"" CROTONE"	http://www.icalfierikr.it	kric812007@pec.istruzione.it		
CALABRIA	CROTONE	KRIC813003	"""A. ROSMINI"" KR"	www.icrosminicrotone.edu.it	kric813003@pec.istruzione.it	10 aspmx.l.google.com.	
CALABRIA	CROTONE	KRIC81500P	ISTITUTO COMPRENSIVO COTRONEI	http://www.iccotronei.gov.it	kric81500p@pec.istruzione.it		
CALABRIA	CROTONE	KRIC81600E	"I.C. ""G. MARCONI"" PETILIA POL."	www.icmarconikr.edu.it	kric81600e@pec.istruzione.it	10 aspmx.l.google.com.	
CALABRIA	CROTONE	KRIC81700A	I.C. VERZINO	http://www.icverzinokr.gov.it	kric81700a@pec.istruzione.it		
CALABRIA	CROTONE	KRIC818006	""" GIOVANNI XXIII"" MELISSA"	http://www.scuolemelissa.it	kric818006@pec.istruzione.it		
CALABRIA	CROTONE	KRIC819002	I.C. CRUCOLI TORRETTA	http://www.iccrucoli.gov.it	kric819002@pec.istruzione.it		
CALABRIA	CROTONE	KRIC820006	"I.O. ""L. LILIO"" CIRO'"	www.iolilio.edu.it	kric820006@pec.istruzione.it	10 aspmx.l.google.com.	
CALABRIA	CROTONE	KRIC821002	"I.C.""C. SIMONETTA"" CACCURI"	http://www.icsimonettacaccuri.gov.it/	kric821002@pec.istruzione.it		
CALABRIA	CROTONE	KRIC82300N	"I .C."" FILOTTETE "" CIRO MARINA"	https://www.icfilottete.edu.it/	kric82300n@pec.istruzione.it		
CALABRIA	CROTONE	KRIC82400D	"I.C.2 ""G.T. CASOPERO"" CIRO' M."	ic2casopero.edu.it	kric82400d@pec.istruzione.it	10 aspmx.l.google.com.	
CALABRIA	CROTONE	KRIC825009	"I.O."" D.BORRELLI ""  S. SEVERINA"	www.ioborrelli.edu.it	kric825009@pec.istruzione.it	50 aspmx2.googlemail.com.	
CALABRIA	CROTONE	KRIC826005	"I.C.""A. F. DI BONA""CUTRO"	http://www.iccutrokr.gov.it	kric826005@pec.istruzione.it		
CALABRIA	CROTONE	KRIC827001	"I.C.""MORO-LAMANNA""MESORACA"	www.icmorolamanna.edu.it	kric827001@pec.istruzione.it	1 aspmx.l.google.com.	
CALABRIA	CROTONE	KRIC82900L	GIOVANNI XXIII CROTONE	http://www.ickr-giovannixxiii.gov.it/	kric82900l@pec.istruzione.it		
CALABRIA	CROTONE	KRIC83000R	I. C. GIOACCHINO DA FIORE	icdafioreisola.edu.it	kric83000r@pec.istruzione.it	10 aspmx.l.google.com.	
CALABRIA	CROTONE	KRIC83100L	IC KAROL WOJTYLA	www.ickarolisolacr.edu.it	kric83100l@pec.istruzione.it	10 aspmx.l.google.com.	
CALABRIA	CROTONE	KRIC83200C	I.C.. DANTE ALIGHIERI	www.icspetilia.edu.it	kric83200c@pec.istruzione.it	10 alt3.aspmx.l.google.com.	
CALABRIA	CROTONE	KRIS00200R	"I.I.S. ""MARGHERITA HACK"""	iismargheritahackcotronei.edu.it	kris00200r@pec.istruzione.it	10 aspmx.l.google.com.	
CALABRIA	CROTONE	KRIS00400C	GIUSEPPE GANGALE	http://www.isgangale.gov.it	kris00400c@pec.istruzione.it		
CALABRIA	CROTONE	KRIS006004	ISTITUTO ISTRUZIONE SECON SUPERIORE POLO	www.polodicutro.edu.it	kris006004@pec.istruzione.it	50 alt4.aspmx.l.google.com.	
CALABRIA	CROTONE	KRIS00900G	"I I.S.  "" PERTINI - SANTONI"""	http://www.pertinikr.gov.it	kris00900g@pec.istruzione.it		
CALABRIA	CROTONE	KRIS01200B	"I.I.S. ""CILIBERTO"""	www.istitutonauticokr.edu.it	kris01200b@pec.istruzione.it	10 aspmx.l.google.com.	
CALABRIA	CROTONE	KRPC02000L	PITAGORA	www.liceopitagoracrotone.edu.it	krpc02000l@pec.istruzione.it	5 alt1.aspmx.l.google.com.	
CALABRIA	CROTONE	KRPM010006	"LICEO  ""G. V. GRAVINA"""	www.liceogravinakr.edu.it	krpm010006@pec.istruzione.it	http://www.liceogravinakr.edu.it/images/stories/Programmazione_di_Diritto-_Economia___1A_S.U._2021-22.pdf	
CALABRIA	CROTONE	KRPS010005	LS FILOLAO	www.filolao.edu.it	krps010005@pec.istruzione.it	10 aspmx.l.google.com.	
CALABRIA	CROTONE	KRPS02000Q	RAFFAELE  LOMBARDI   SATRIANI	www.liceopetilia.edu.it	krps02000q@pec.istruzione.it		0 liceopetilia-edu-it.mail.protection.outlook.com.
CALABRIA	CROTONE	KRRI040006	I.P.S.I.A.   A. M. BARLACCHI	www.ipsiakr.edu.it	krri040006@pec.istruzione.it	10 aspmx.l.google.com.	
CALABRIA	CROTONE	KRTF02000T	GUIDO DONEGANI	http://www.donegani.gov.it	krtf02000t@pec.istruzione.it		
CALABRIA	REGGIO CALABRIA	RCEE10000Q	PASQUALE MEGALI	www.icmegalimelito.edu.it	rcee10000q@pec.istruzione.it		0 icmegalimelito-edu-it.mail.protection.outlook.com.
CALABRIA	REGGIO CALABRIA	RCIC80200C	SAN GIORGIO MORGETO - MAROPATI	www.icsangiorgiomorgeto-maropati.edu.it	rcic80200c@pec.istruzione.it	5 alt1.aspmx.l.google.com.	
CALABRIA	REGGIO CALABRIA	RCIC804004	"I.C. ""ORAZIO LAZZARINO"" GALLICO"	www.icgallico.edu.it	rcic804004@pec.istruzione.it	20 alt2.aspmx.l.google.com.	
CALABRIA	REGGIO CALABRIA	RCIC80500X	"""FALCOMATA' - ARCHI"""	http://www.icfalcomataarchi.it	rcic80500x@pec.istruzione.it		
CALABRIA	REGGIO CALABRIA	RCIC80600Q	CATANOSO DE GASPERI	http://www.iccatanosodegasperi.edu.it	rcic80600q@pec.istruzione.it		
CALABRIA	REGGIO CALABRIA	RCIC80700G	GIUSEPPE MOSCATO	http://www.icmoscato.edu.it	rcic80700g@pec.istruzione.it		
CALABRIA	REGGIO CALABRIA	RCIC809007	DE AMICIS-BOLANI	www.deamicisbolani.altervista.org	rcic809007@pec.istruzione.it	http://www.deamicisbolani.altervista.org/pdf/circolari/Circolare%20avviso%20%20famiglie%20attivazione%20Gsuite%20per%20DaD%20Primaria%20-%20Copia.pdf	
CALABRIA	REGGIO CALABRIA	RCIC81000B	BRANCALEONE AFRICO	http://www.icbrancaleoneafrico.gov.it	rcic81000b@pec.istruzione.it		
CALABRIA	REGGIO CALABRIA	RCIC812003	MONTEBELLO J.- MOTTA S.G.	http://www.montebelloscuole.gov.it	rcic812003@pec.istruzione.it		
CALABRIA	REGGIO CALABRIA	RCIC81300V	MARINA  DI GIOIOSA IONICA	www.icmarinadigioiosamammola.edu.it	rcic81300v@pec.istruzione.it	10 alt4.aspmx.l.google.com.	
CALABRIA	REGGIO CALABRIA	RCIC81400P	SAN LUCA BOVALINO	icsanluca-bovalino.edu.it	rcic81400p@pec.istruzione.it	5 alt2.aspmx.l.google.com.	
CALABRIA	REGGIO CALABRIA	RCIC81500E	ARDORE BENESTARE CARERI CIMINA'	ardorescuola.edu.it	rcic81500e@pec.istruzione.it	https://www.ardorescuola.edu.it/gsuite-for-education/	
CALABRIA	REGGIO CALABRIA	RCIC81600A	"GERACE ""MARTIRI DI GERACE"""	www.cinquemartiridigerace.edu.it	rcic81600a@pec.istruzione.it	5 alt2.aspmx.l.google.com.	
CALABRIA	REGGIO CALABRIA	RCIC817006	ISTITUTO COMPRENSIVO DELIANUOVA	http://www.icdelianuova.gov.it	rcic817006@pec.istruzione.it		
CALABRIA	REGGIO CALABRIA	RCIC81900T	S.EUFEMIA SINOPOLI MELICUCCA'	http://www.icsanteufemiasinopolimelicucca.gov.it	rcic81900t@pec.istruzione.it		
CALABRIA	REGGIO CALABRIA	RCIC82100T	DE ZERBI-MILONE	http://www.icdezerbimilone.gov.it	rcic82100t@pec.istruzione.it		
CALABRIA	REGGIO CALABRIA	RCIC825005	"""MARVASI VIZZONE"""	www.icmarvasivizzone.edu.it	rcic825005@pec.istruzione.it	1 aspmx.l.google.com.	
CALABRIA	REGGIO CALABRIA	RCIC826001	"""G. FALCONE-P. BORSELLINO"	http://www.istitutocomprensivocaulonia.edu.it	rcic826001@pec.istruzione.it		
CALABRIA	REGGIO CALABRIA	RCIC82900C	MONASTERACE-RIACE-STILO-BIVONGI	www.istruzione.it	rcic82900c@pec.istruzione.it	https://www.istruzione.it/coronavirus/link.html	10 istruzione-it.mail.protection.outlook.com.
CALABRIA	REGGIO CALABRIA	RCIC832008	OPPIDO -  MOLOCHIO- VARAPODIO	http://www.istitutocomprensivooppido.gov.it	rcic832008@pec.istruzione.it		
CALABRIA	REGGIO CALABRIA	RCIC83400X	CAMPO CALABRO-SAN ROBERTO	www.icscampocalabro.edu.it	rcic83400x@pec.istruzione.it	10 alt3.aspmx.l.google.com.	
CALABRIA	REGGIO CALABRIA	RCIC83500Q	"SCILLA ""R.PIRIA"""	http://www.icspiriascilla.edu.it	rcic83500q@pec.istruzione.it		
CALABRIA	REGGIO CALABRIA	RCIC83700B	"PLATI ""DE AMICIS"""	http://www.icdeamicis-plati.gov.it/	rcic83700b@pec.istruzione.it		
CALABRIA	REGGIO CALABRIA	RCIC839003	I.C.  GIOIOSA IONICA -GROTTERIA	www.icgioiosagrotteria.edu.it	rcic839003@pec.istruzione.it	20 alt1.aspmx.l.google.com.	
CALABRIA	REGGIO CALABRIA	RCIC841003	"""CORRADO ALVARO"""	http://www.icalvaromelito.edu.it	rcic841003@pec.istruzione.it		
CALABRIA	REGGIO CALABRIA	RCIC84200V	"""TELESIO"" REGGIO CAL."	http://www.ictelesiomontalbettirc.gov.it/	rcic84200v@pec.istruzione.it		
CALABRIA	REGGIO CALABRIA	RCIC84300P	ISTITUTO COMPRENSIVO FOSCOLO	www.icbagnara.edu.it	rcic84300p@pec.istruzione.it	5 alt1.aspmx.l.google.com.	
CALABRIA	REGGIO CALABRIA	RCIC84400E	"""M. MACRI"""	www.istitutocomprensivobianco.edu.it	rcic84400e@pec.istruzione.it	5 alt2.aspmx.l.google.com.	
CALABRIA	REGGIO CALABRIA	RCIC84500A	ISTITUTO COMPRENSIVO BOVALINO	http://www.icbovalino.it	rcic84500a@pec.istruzione.it		
CALABRIA	REGGIO CALABRIA	RCIC846006	IC ANOIA-GIFFONE-F.DELLA SCALA	http://www.istitutocomprensivocinquefrondi.gov.it/	rcic846006@pec.istruzione.it		
CALABRIA	REGGIO CALABRIA	RCIC847002	"""CHITTI"""	http://www.icchitti.gov.it/	rcic847002@pec.istruzione.it		
CALABRIA	REGGIO CALABRIA	RCIC84800T	LAUREANA GALATRO FEROLETO	www.iclaureanagalatroferoleto.edu.it	rcic84800t@pec.istruzione.it	5 alt1.aspmx.l.google.com.	
CALABRIA	REGGIO CALABRIA	RCIC84900N	ISTITUTO COMPRENSIVO MELICUCCO	http://www.icsmelicucco.edu.it	rcic84900n@pec.istruzione.it		
CALABRIA	REGGIO CALABRIA	RCIC85000T	FRANCESCO JERACE	http://www.icfjerace.edu.it	rcic85000t@pec.istruzione.it		
CALABRIA	REGGIO CALABRIA	RCIC85100N	ISTITUTO COMPRENSIVO RIZZICONI	icrizziconi.edu.it	rcic85100n@pec.istruzione.it		0 icrizziconi-edu-it.mail.protection.outlook.com.
CALABRIA	REGGIO CALABRIA	RCIC85200D	BOVA MARINA - CONDOFURI	icbovamarinacondofuri.edu.it	rcic85200d@pec.istruzione.it	50 alt4.aspmx.l.google.com.	
CALABRIA	REGGIO CALABRIA	RCIC853009	DE AMICIS MARESCA LOCRI	www.istitutocomprensivolocri.edu.it	rcic853009@pec.istruzione.it	10 alt3.aspmx.l.google.com.	
CALABRIA	REGGIO CALABRIA	RCIC854005	ROCCELLA JONICA	www.comprensivoroccellaionica.edu.it	rcic854005@pec.istruzione.it	5 alt2.aspmx.l.google.com.	
CALABRIA	REGGIO CALABRIA	RCIC855001	GIOVANNI XXIII	www.icgiovannixxiii.edu.it	rcic855001@pec.istruzione.it	10 aspmx.l.google.com.	
CALABRIA	REGGIO CALABRIA	RCIC85700L	GALILEO GALILEI -PASCOLI	www.icgalileipascoli.edu.it	rcic85700l@pec.istruzione.it	5 alt1.aspmx.l.google.com.	
CALABRIA	REGGIO CALABRIA	RCIC85800C	SCOPELLITI- GREEN	https://istitutocomprensivoscopellitigreen.edu.it/	rcic85800c@pec.istruzione.it		
CALABRIA	REGGIO CALABRIA	RCIC859008	1 F. PENTIMALLI  GIOIA TAURO	http://www.comprensivo1pentimalli.it/index.php	rcic859008@pec.istruzione.it		
CALABRIA	REGGIO CALABRIA	RCIC861008	"I.C. ""SAN FRANCESCO"""	http://www.icsanfrancesco.it	rcic861008@pec.istruzione.it		
CALABRIA	REGGIO CALABRIA	RCIC862004	PAOLO VI - CAMPANELLA	www.icpaolovicampanella.edu.it	rcic862004@pec.istruzione.it	10 alt3.aspmx.l.google.com.	
CALABRIA	REGGIO CALABRIA	RCIC86300X	CAPOLUOGO BROGNA	www.iccapoluogobrogna.edu.it	rcic86300x@pec.istruzione.it	5 alt2.aspmx.l.google.com.	
CALABRIA	REGGIO CALABRIA	RCIC86400Q	MONTELEONE PASCOLI	www.icmonteleonepascoli.edu.it	rcic86400q@pec.istruzione.it	5 alt2.aspmx.l.google.com.	
CALABRIA	REGGIO CALABRIA	RCIC86500G	M.BELLO-PEDULLA'-AGNANA	http://www.icsiderno.gov.it/	rcic86500g@pec.istruzione.it		
CALABRIA	REGGIO CALABRIA	RCIC86600B	PASCOLI ALVARO	www.icpascolialvaro.edu.it	rcic86600b@pec.istruzione.it	https://www.icpascolialvaro.edu.it/category/avvisi/page/5/	
CALABRIA	REGGIO CALABRIA	RCIC867007	CARDUCCI - V. DA FELTRE	http://www.iccarduccidafeltre.gov.it	rcic867007@pec.istruzione.it		
CALABRIA	REGGIO CALABRIA	RCIC868003	CATONA RADICE  ALIGHIERI	http://www.iccatona.gov.it	rcic868003@pec.istruzione.it		
CALABRIA	REGGIO CALABRIA	RCIC86900V	NOSSIDE  PYTHAGORAS	http://www.nossidepythagoras.it/	rcic86900v@pec.istruzione.it		
CALABRIA	REGGIO CALABRIA	RCIC870003	ALVARO -GEBBIONE	www.alvarogebbione.edu.it	rcic870003@pec.istruzione.it	5 alt1.aspmx.l.google.com.	
CALABRIA	REGGIO CALABRIA	RCIC87100V	CASSIODORO - DON BOSCO	www.iccassiodorodonbosco.edu.it	rcic87100v@pec.istruzione.it	10 alt4.aspmx.l.google.com.	
CALABRIA	REGGIO CALABRIA	RCIC87200P	GALLUPPI COLLODI  BEVACQUA	www.icgalluppirc.edu.it	rcic87200p@pec.istruzione.it	20 aspmx.l.google.com.	
CALABRIA	REGGIO CALABRIA	RCIC87300E	VITRIOLI -PRINCIPE DI PIEMONTE	www.vitrioliprincipepiemonte.edu.it	rcic87300e@pec.istruzione.it	http://www.vitrioliprincipepiemonte.edu.it/home/news/bando-esperto-g-suite-for-education/	
CALABRIA	REGGIO CALABRIA	RCIC87400A	F.SOFIA ALESSIO- N.CONTESTABILE	www.icsofiaalessio-contestabile.edu.it	rcic87400a@pec.istruzione.it	5 alt2.aspmx.l.google.com.	
CALABRIA	REGGIO CALABRIA	RCIC875006	SAN SPERATO CARDETO	www.icsansperatocardeto.edu.it	rcic875006@pec.istruzione.it	10 alt4.aspmx.l.google.com.	
CALABRIA	REGGIO CALABRIA	RCIS00100R	"""FAMILIARI"" MELITO P.S."	http://www.iisfamiliari.gov.it	rcis00100r@pec.istruzione.it		
CALABRIA	REGGIO CALABRIA	RCIS00300C	"""G.RENDA"" POLISTENA"	http://www.istitutorenda.it	rcis00300c@pec.istruzione.it		
CALABRIA	REGGIO CALABRIA	RCIS00700Q	IS   F.SCO LA CAVA	http://www.iislacava.gov.it	rcis00700q@pec.istruzione.it		
CALABRIA	REGGIO CALABRIA	RCIS01100B	ZANOTTI BIANCO MARINA DI GIOIOSA	www.isteczanotti.edu.it	rcis01100b@pec.istruzione.it	http://www.isteczanotti.edu.it/public/download/Piano_scolastico_DID_IIS_Zanotti_Bianco.pdf	
CALABRIA	REGGIO CALABRIA	RCIS013003	"I.I.S. ""F. SEVERI"""	www.iisseveri.eu	rcis013003@pec.istruzione.it	5 alt1.aspmx.l.google.com.	
CALABRIA	REGGIO CALABRIA	RCIS01400V	"""R. PIRIA"" ROSARNO"	www.istitutopiriarosarno.edu.it	rcis01400v@pec.istruzione.it	1 aspmx.l.google.com.	
CALABRIA	REGGIO CALABRIA	RCIS01600E	"ISTITUTO SUPERIORE ""EUCLIDE"""	http://www.iiseuclide.gov.it	rcis01600e@pec.istruzione.it		
CALABRIA	REGGIO CALABRIA	RCIS01700A	"IS ""E. FERMI"""	www.iisfermibagnara.edu.it	rcis01700a@pec.istruzione.it		0 iisfermibagnara-edu-it.mail.protection.outlook.com.
CALABRIA	REGGIO CALABRIA	RCIS019002	"IS ""N. PIZI"" PALMI"	http://www.liceopizipalmi.gov.it	rcis019002@pec.istruzione.it		
CALABRIA	REGGIO CALABRIA	RCIS02200T	GEMELLI  CARERI	http://www.isoppido.it/	rcis02200t@pec.istruzione.it		
CALABRIA	REGGIO CALABRIA	RCIS02300N	"""V. GERACE"" CITTANOVA"	http://www.iisvgerace.gov.it	rcis02300n@pec.istruzione.it		
CALABRIA	REGGIO CALABRIA	RCIS026005	"IST. D'ISTR.SUP.""U.BOCCIONI/FERMI"""		rcis026005@pec.istruzione.it		
CALABRIA	REGGIO CALABRIA	RCIS02900L	"I.I.S. ""OLIVETI - PANETTA"" LOCRI"	www.iisolivetipanettalocri.edu.it	rcis02900l@pec.istruzione.it	5 alt1.aspmx.l.google.com.	
CALABRIA	REGGIO CALABRIA	RCIS03100L	"I. I. SUP. ""G.MARCONI"" SIDERNO"	http://www.iismarconisiderno.edu.it/	rcis03100l@pec.istruzione.it		
CALABRIA	REGGIO CALABRIA	RCIS03200C	IIS EINAUDI ALVARO	www.iiseinaudialvaropalmi.edu.it	rcis03200c@pec.istruzione.it	5 alt2.aspmx.l.google.com.	10 iiseinaudialvaropalmi-edu-it.mail.protection.outlook.com.
CALABRIA	REGGIO CALABRIA	RCIS034004	"IST. ISTR. SUP.""AUGUSTO RIGHI"""	http://lnx.itgrighi.gov.it/	rcis034004@pec.istruzione.it		
CALABRIA	REGGIO CALABRIA	RCIS03600Q	"IST.ISTR.SUP. ""L. NOSTRO/L.REPACI"""	http://www.nostrorepaci.it/	rcis03600q@pec.istruzione.it		
CALABRIA	REGGIO CALABRIA	RCIS03800B	IIS MAZZONE ROCCELLA IONICA	www.iismazzone.edu.it	rcis03800b@pec.istruzione.it	5 alt2.aspmx.l.google.com.	
CALABRIA	REGGIO CALABRIA	RCPC050008	"LICEO CLASSICO ""TOMMASO CAMPANELLA"""	http://www.liceoclassicocampanellarc.gov.it	rcpc050008@pec.istruzione.it		
CALABRIA	REGGIO CALABRIA	RCPM02000L	"LICEO SCIENZE UMANE""G.MAZZINI"" LOCRI"	www.liceimazzinilocri.edu.it	rcpm02000l@pec.istruzione.it	50 alt1.aspmx.l.google.com.	
CALABRIA	REGGIO CALABRIA	RCPM04000T	"LICEO SCIENZE UMANE ""T.GULLI"""	www.magistralegulli.it	rcpm04000t@pec.istruzione.it	20 alt1.aspmx.l.google.com.	
CALABRIA	REGGIO CALABRIA	RCPM05000C	"LICEO STATALE ""G.RECHICHI"" POLISTENA"	www.liceorechichipolistena.edu.it	rcpm05000c@pec.istruzione.it	10 alt3.aspmx.l.google.com.	1 liceorechichipolistena-edu-it.mail.protection.outlook.com.
CALABRIA	REGGIO CALABRIA	RCPS010001	"LICEO SCIENTIFICO ""LEONARDO DA VINCI"""	www.liceovinci.eu	rcps010001@pec.istruzione.it	5 alt2.aspmx.l.google.com.	
CALABRIA	REGGIO CALABRIA	RCPS030006	"LICEO SCIENTIFICO  ""A. VOLTA"""	www.lsvolta.it	rcps030006@pec.istruzione.it	50 alt3.aspmx.l.google.com.	
CALABRIA	REGGIO CALABRIA	RCPS04000R	"""ZALEUCO"" LOCRI"	www.liceozaleuco.it	rcps04000r@pec.istruzione.it	https://www.liceozaleuco.it/resources/Inizio-laboratori-formativi.pdf	
CALABRIA	REGGIO CALABRIA	RCPS060002	"L.S.S.  ""MICHELE GUERRISI"""	www.liceoscientificoguerrisi.edu.it	rcps060002@pec.istruzione.it	1 aspmx.l.google.com.	
CALABRIA	REGGIO CALABRIA	RCRH080001	"I.P.S.S.A.R. ""DEA PERSEFONE"""	http://www.ipssalocri.gov.it	rcrh080001@pec.istruzione.it		
CALABRIA	REGGIO CALABRIA	RCRH100001	IPALB - TUR VILLA SG.-	http://www.ipalbturvillasangiovanni.it	rcrh100001@pec.istruzione.it		
CALABRIA	REGGIO CALABRIA	RCRI010006	I.P.S.I.ARTIGIANATO SIDERNO	http://www.ipsiasiderno.it	rcri010006@pec.istruzione.it		
CALABRIA	REGGIO CALABRIA	RCSL030003	"LICEO ARTISTICO ""M.PRETI/A.FRANGIPANE"""	www.liceopretifrangipane.edu.it	rcsl030003@pec.istruzione.it	70 alt4.aspmx.l.google.com.	
CALABRIA	REGGIO CALABRIA	RCTD120008	RAFFAELE PIRIA-FERRARIS/DA EMPOLI	www.itepiria.edu.it	rctd120008@pec.istruzione.it	5 alt2.aspmx.l.google.com.	
CALABRIA	REGGIO CALABRIA	RCTF030008	"""MICHELE MARIA MILANO"" POLISTENA"	www.itispolistena.edu.it	rctf030008@pec.istruzione.it	10 aspmx.l.google.com.	
CALABRIA	REGGIO CALABRIA	RCTF05000D	"ITI ""PANELLA /VALLAURI"" REGGIO CALABRIA"	http://www.itirc.it/w/	rctf05000d@pec.istruzione.it		
CALABRIA	REGGIO CALABRIA	RCVC010005	"CONVITTO NAZ.LE DI STATO ""T. CAMPANELLA"""	www.convittocampanella.edu.it	rcvc010005@pec.istruzione.it	10 4va4liqfhjmcphsnzyecqu4rlhxizaqt63oeao6kwphedltoglnq.mx-verification.google.com.	
CALABRIA	VIBO VALENTIA	VVIC803004	ISTITUTO COMPRENSIVO D'ANTONA	www.istitutocomprensivoacquaro.edu.it	vvic803004@pec.istruzione.it	50 alt4.aspmx.l.google.com.	
CALABRIA	VIBO VALENTIA	VVIC80700B	ISTITUTO COMPRENSIVO FABRIZIA	http://www.icfabrizia.gov.it	vvic80700b@pec.istruzione.it		
CALABRIA	VIBO VALENTIA	VVIC81200V	IST. COMPRENSIVO S. COSTANTINO	www.icsancostantino.edu.it	vvic81200v@pec.istruzione.it	20 alt1.aspmx.l.google.com.	
CALABRIA	VIBO VALENTIA	VVIC81300P	IST. COMPRENSIVO DI ROMBIOLO	www.icrombiolo.edu.it	vvic81300p@pec.istruzione.it	20 alt2.aspmx.l.google.com.	
CALABRIA	VIBO VALENTIA	VVIC81500A	ISTITUTO COMPRENSIVO SORIANO	www.omnisorianocalabro.edu.it	vvic81500a@pec.istruzione.it	5 alt2.aspmx.l.google.com.	
